Id,Label,track_name,artist,In-Degree,Out-Degree,Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,PageRank
ced408d9-b686-4aac-89f4-1e778cab0b48,,Fantasy,Mariah Carey,2,9,11,9.0,4.658898305084746,1922.1013744925592,0.005963092932468137
31990f0e-a62b-4577-ae31-21af514a5da0,,Come & Get It,Selena Gomez,3,10,13,8.0,4.061440677966102,2264.446624554019,0.0058172276373717954
ff9782e3-39da-45b0-b6ad-1e6b9dbc083a,,Supermodel (You Better Work),RuPaul,1,8,9,7.0,3.8686440677966103,3519.1326309974097,0.003764073962939757
66e342f1-ca85-4576-807d-8e3857d4f142,,Call Your Girlfriend,Robyn,2,10,12,8.0,4.362288135593221,1726.5300955600862,0.0053904973583327465
e787999f-46f5-4d97-9b46-11a3a9b0a2d5,,Say It Right,Nelly Furtado,2,10,12,8.0,3.934322033898305,5405.176626287781,0.005505638256053245
b4be7f77-bb4d-46ac-931a-1fe0f8b16a9e,,Something New,Girls Aloud,4,10,14,8.0,4.241525423728813,4145.638904327746,0.006058248165672791
7ed638fe-111c-4648-8a9d-eeaa891269ca,,Jealous Of My Boogie,RuPaul,1,9,10,7.0,3.88771186440678,1579.2744424862767,0.004348492320410342
3a28489d-5c4d-42e3-a2a5-b938dc41f535,,Maria,Blondie,0,10,10,9.0,6.862288135593221,3620.058782208779,0.008207721439494492
4fb07e4c-8a52-40e6-9529-bfb0af1e0643,,Empire,Shakira,1,7,8,9.0,4.635593220338983,2358.5519749928953,0.005130451455120609
a0842b4a-6b42-4a45-b309-48445b58333c,,Don't Hold Your Breath,Nicole Scherzinger,1,9,10,9.0,4.569915254237288,995.8469530492506,0.004551181140789235
5a4f0636-cb9d-4b73-8dec-44c9a5c433e6,,Moving on Up,M People,0,10,10,10.0,5.9258474576271185,2973.9398612662753,0.0077757523438840076
1bdb7353-ebb4-4e45-a948-a0c66edb421c,,I'm Outta Love,Anastacia,1,0,1,8.0,4.5826271186440675,0.0,6.858708427366363E-4
559d6bc0-003c-4aea-bb41-33206279b7aa,,Va Va Voom,Nicki Minaj,2,10,12,8.0,4.052966101694915,1550.494416183107,0.00464214695088598
216b0d95-63eb-4b85-b229-386c81d2434c,,All for You,Janet Jackson,2,9,11,8.0,4.076271186440678,2743.714423712772,0.004870226159041348
18cf702f-47b5-4541-9acf-c1ea315512ff,,I'm Like a Bird,Nelly Furtado,3,10,13,8.0,4.120762711864407,5630.045983293315,0.006365387469187546
0d2853b3-2dfc-4739-b5f1-1266b0e7084a,,True Colors,Cyndi Lauper,0,10,10,9.0,6.209745762711864,2500.0422016785246,0.006578302446854182
8f2334a3-ead8-4a05-91e3-55ed83a13cab,,Poison,Nicole Scherzinger,1,9,10,8.0,4.0826271186440675,1095.6510960139244,0.0035963777897984697
99d8a9bc-8e9b-4c83-8c8c-7cbd06d2bd8b,,Call My Name,Cheryl Cole,3,10,13,8.0,4.108050847457627,2824.3897092138727,0.004843863232975582
0088e5ea-5540-4685-849e-1e40fa624c8c,,Someone Else,Miley Cyrus,1,8,9,8.0,4.252118644067797,446.3603538592508,0.0034581098555210993
d9d58427-9b6c-4e2c-babb-114d8fc35034,,Self Control,Laura Branigan,2,10,12,10.0,6.411016949152542,3553.7432069319507,0.00921163730367269
9855f2d9-3720-4052-a3b0-181682666a7f,,Vibeology,Paula Abdul,1,10,11,7.0,3.9237288135593222,23335.453165874493,0.0058906866196074825
092e42a4-c8f5-4837-9663-8a50405a3896,,Everytime We Touch,Cascada,2,9,11,9.0,5.25635593220339,2983.8496586581214,0.007625765158423613
7e742abc-2a23-4f0c-b638-4be8c299bf57,,Turn Back Time,Aqua,0,10,10,8.0,4.654661016949152,3616.6570979695466,0.0056498354152005
071fa60b-652a-4d67-b7e4-58a63a1bbe6f,,Black or White,Michael Jackson,0,9,9,7.0,3.98728813559322,3582.0415595228883,0.005971981175996308
fe872d20-f73b-47f0-9c26-cc080e994582,,#GETITRIGHT,Miley Cyrus,1,8,9,8.0,4.141949152542373,449.6639424957901,0.003341669874583385
c0b63ecd-2ef3-4118-910b-4063ba00d6bd,,I Turn to You,Melanie C,4,10,14,9.0,4.694915254237288,1656.9830806602695,0.005518056621021749
60fe129c-4409-4069-9262-bb6f2277e299,,When I Grow Up,The Pussycat Dolls,2,10,12,8.0,4.154661016949152,1140.930122790864,0.004054984940716456
c7677cc2-9d61-4b8e-bfa4-43472f94acd5,,I Begin To Wonder,Dannii Minogue,4,10,14,8.0,4.260593220338983,3115.3812038828924,0.005826896628060348
331a1f4a-025d-4bbf-9239-d29d0f65becb,,Nothing in This World,Paris Hilton,1,9,10,8.0,4.108050847457627,4263.0947478396065,0.005357815198830513
13d21923-f9da-4015-bb75-29839cd2b2a4,,Never Ever,All Saints,3,10,13,8.0,4.34957627118644,4924.227289724574,0.0068667240416099805
66402dcb-9bda-41d4-a3ad-a5f6550b9db4,,Buttons,The Pussycat Dolls,3,9,12,8.0,4.088983050847458,1563.6049196998113,0.004604268675678133
120bab80-2c7d-410e-9bc7-8aa3e5e5665f,,I Wanna Dance with Somebody,Whitney Houston,0,10,10,9.0,5.557203389830509,2127.9017497544132,0.006217267802016924
24f0414a-fb48-41ba-a32d-f8a498c6bb59,,Get Over You,Sophie Ellis-Bextor,2,10,12,8.0,4.137711864406779,2969.6036292888275,0.005547623580365651
058a23e8-7631-4be7-980d-41133c499939,,Get the Party Started,P!nk,0,0,0,0.0,0.0,0.0,3.1702418416080223E-4
208e92ab-42f0-44b3-8c03-5872944ce891,,Thank You,Dido,2,10,12,8.0,4.362288135593221,2103.1083701851626,0.005507044640501984
69b29ef5-ac32-4302-a563-95b9ea7f24fa,,New York City Boy,Pet Shop Boys,0,10,10,7.0,4.008474576271187,2203.595160821571,0.00495730626972242
12994b02-ce90-409a-a819-9500d5d2b38e,,Bailamos,Enrique Iglesias,1,10,11,9.0,5.190677966101695,2826.574025974026,0.00765548336317135
69538706-6845-42ea-88b8-c7e092bc3e3d,,Mirrors,Natalia Kills,0,10,10,8.0,4.4173728813559325,2875.8569010255633,0.005948707535389713
828cdb5a-353a-404c-b059-cbf61829918a,,Why,Annie Lennox,0,9,9,8.0,4.940677966101695,4028.910731801532,0.0073287857650365445
3805b6a9-291c-4315-bca0-0b96c01c7ef7,,Undercover,Selena Gomez,3,8,11,8.0,4.260593220338983,2773.6780178073723,0.004920140923501939
e0b200af-4b81-4f0b-8a5f-87a9e094cb42,,Straight Up,Paula Abdul,3,10,13,8.0,4.654661016949152,20977.238248127876,0.00808124153228618
6e0eb323-251d-492c-8dd1-10c3b808266c,,Pure Shores,All Saints,2,10,12,8.0,4.387711864406779,3264.331281394008,0.0069415152638846265
e61ec431-92fa-4119-8ccc-86f228e5d9c4,,Venus,Bananarama,3,10,13,9.0,5.508474576271187,7700.548101830921,0.008252947903183977
9705d5d9-d6c1-4cbe-bd3e-0c2601b3751a,,Never Be the Same Again,Melanie C,1,10,11,9.0,5.033898305084746,1204.096455581176,0.005008685243818882
1f0580b7-3bd5-4207-b3b6-c4c269dedcd2,,Release Me,Agnes,1,10,11,9.0,4.853813559322034,3482.390494581187,0.006671718763936747
b1abca18-f709-42d3-bfc7-b8fe07c583d3,,All Night,Icona Pop,1,10,11,8.0,4.112288135593221,2830.4242590131776,0.0058951656336017726
163735da-7d15-40c6-af4f-ee08350ca06d,,Evacuate the Dancefloor,Cascada,2,9,11,9.0,5.012711864406779,2239.166856016553,0.0059675602128332825
f62b6ad9-c0b1-42e5-bc8b-83be67d66789,,Look at Me,Geri Halliwell,5,10,15,9.0,4.565677966101695,2556.4571180854946,0.00665699182985918
434df0b1-3461-4f36-b2b7-c78bb3b02af3,,Acapella,Kelis,0,10,10,8.0,4.262711864406779,1758.1545085816751,0.00488413740828638
91b5754c-2e9c-4b71-8a8d-3b1f51774b7e,,Rumors,Lindsay Lohan,1,9,10,9.0,4.9025423728813555,3312.0932474388355,0.0071390647584860705
6a7e4552-ed19-4513-9586-e949c486ec9f,,Unwritten,Natasha Bedingfield,1,10,11,8.0,4.690677966101695,2886.2929614245404,0.007118840455600589
15e40966-6cbb-473c-97fc-362de81f95d9,,Cry For You,September,3,10,13,8.0,4.391949152542373,7338.923530235476,0.007423233239434324
59cd7586-f768-4ae1-9bed-c17bce2dea9d,,Slave to the Rhythm,Michael Jackson,0,7,7,9.0,4.5190677966101696,1892.5627514161442,0.0043647254999123345
032658ec-a0cb-479b-af00-33bdf275b8e6,,It's All Coming Back to Me Now,Céline Dion,0,10,10,6.0,4.125,9979.712804481536,0.007074233988270581
6c4dc807-4073-4b0a-88e1-1cf6cb993413,,On the Metro,Girls Aloud,2,10,12,8.0,4.608050847457627,1788.8297168253403,0.005605658871010736
0398acc1-ffdd-40c5-9443-dacae38fc15f,,Physical,Olivia Newton-John,1,10,11,10.0,6.408898305084746,3298.0333333333324,0.0082534517753839
01b13dbc-416e-4c71-84e2-cfe2875c296a,,Here with Me,Dido,0,10,10,8.0,4.432203389830509,2510.179271115336,0.005782057349623577
7e9749da-3c2f-42b3-a285-e66841924a79,,Grown Woman,Beyoncé,0,9,9,8.0,4.209745762711864,1635.5088549542077,0.0043148454014842975
13194c93-89c6-4ab4-aaf2-15db5d73b74e,,,,8,0,8,6.0,3.652542372881356,10157.19702464063,0.003750205118723529
a3fa6ee1-598d-4f06-a89d-ee2660eaeef3,,,,4,0,4,8.0,4.158898305084746,235.16153295120353,0.0018781643866605895
379f760d-1f29-4317-ab04-06a8218a874d,,,,1,0,1,9.0,5.072033898305085,0.0,7.826145313024733E-4
17e5415a-4448-48b7-a8aa-93f1f7bf5af2,,,,1,0,1,9.0,5.072033898305085,0.0,7.826145313024733E-4
33da1c5c-e177-4e70-ab30-58061a300121,,,,1,0,1,9.0,5.072033898305085,0.0,7.826145313024733E-4
13359cbb-e3b2-4d01-886c-085173f45471,,,,7,0,7,8.0,4.088983050847458,1126.234119550285,0.0033128370552204522
1f41baad-817c-4e8d-81ea-9baae2589678,,,,2,0,2,7.0,4.319915254237288,113.66468253968256,0.001148978448573082
35966105-5196-460a-b58f-865c3f3d36b8,,,,1,0,1,9.0,5.072033898305085,0.0,7.826145313024733E-4
5fa29b31-c159-43f4-83a3-5862f6e45dc6,,,,2,0,2,8.0,4.406779661016949,23.670634920634924,0.00111736585325037
d452127a-e5ed-4b58-97db-54a2426b7e45,,,,5,0,5,8.0,4.13135593220339,193.64944293031942,0.0021426388624386735
575d4e21-9d41-43e3-a001-1df583de26fa,,,,4,0,4,8.0,3.989406779661017,798.6208629009261,0.0019331338790753113
82822f34-826d-4316-a8f0-d48a96067009,,,,2,0,2,9.0,4.6758474576271185,0.0,0.0010704524271500059
26918716-9365-4f4a-991f-241ffc350628,,,,4,0,4,9.0,4.5275423728813555,173.99405253874895,0.0018865250926399788
1757d48d-1979-4e2d-a373-24405c5431c3,,,,1,0,1,7.0,4.453389830508475,0.0,6.833881014314111E-4
f90fa723-9d8f-4260-9e03-34778e0ea7d1,,,,11,0,11,7.0,3.8665254237288136,2798.5381027571216,0.004472274159930132
307e8e3a-1910-4ccd-a25e-38f14ff750cf,,,,8,0,8,7.0,4.09957627118644,882.1818962582526,0.0032932331482250503
9040f037-eeb5-4b07-8ff2-2e04c707eff7,,,,1,0,1,8.0,4.565677966101695,0.0,6.673138431989337E-4
1ba71ace-1957-4f6c-a8eb-82834418cb76,,,,1,0,1,8.0,4.565677966101695,0.0,6.673138431989337E-4
dd0e6c05-2af1-4d8a-9262-2d227e25497d,,,,9,0,9,8.0,4.002118644067797,290.58200693651804,0.003459232461082906
617dfc80-eb78-4f54-bdc2-39412dacd7b3,,,,8,0,8,8.0,4.0190677966101696,400.7919635121299,0.003156055525323686
bbc597dd-dc54-4187-ab2e-9a72f046f0fd,,,,3,0,3,8.0,4.512711864406779,1221.7305911014073,0.0018787993936867438
e3ef4615-2dd3-4323-8ce8-1ac2de21d8c9,,,,1,0,1,8.0,4.648305084745763,0.0,7.362694727713862E-4
2a3e8a48-e484-4f7b-83c7-c221b45c1d76,,,,6,0,6,8.0,4.052966101694915,1030.4061026607749,0.0029444315598351582
da40ede7-cacb-40ca-8873-fe8bb7eba844,,,,1,0,1,9.0,4.805084745762712,0.0,6.631815208720275E-4
380ea711-6165-4cef-9cef-d5c6a3ecd947,,,,1,0,1,9.0,4.805084745762712,0.0,6.631815208720275E-4
0ddf2623-3285-48b7-b9a1-f6b1ed01ee65,,,,2,0,2,9.0,4.694915254237288,7.924583298240006,0.0010435315739943797
092209df-3c10-44ce-b341-c01476399277,,,,5,0,5,8.0,4.2309322033898304,107.91487349978603,0.002108227573184099
2bdc4a1e-2ac9-4984-9300-5e1d95430795,,,,2,0,2,8.0,4.296610169491525,0.0,9.875973540990782E-4
fbe1d07d-e1de-4163-83bc-8ad80dce65bc,,,,1,0,1,8.0,5.057203389830509,0.0,8.169735253871233E-4
4c0f35d4-b53c-4334-b973-43ac9299e6b0,,,,1,0,1,8.0,5.057203389830509,0.0,8.169735253871233E-4
0ec4e51b-a944-4a85-be1b-7e49f52a360a,,,,3,0,3,8.0,4.8559322033898304,1.8253968253968254,0.0017765552402280328
15d5edc1-3a20-4b2c-912b-e69dd8f6355d,,,,3,0,3,8.0,4.8559322033898304,1.8253968253968254,0.0017765552402280328
e014c0d8-ef43-4a74-bb8b-ee5b0e67749d,,,,2,0,2,8.0,4.862288135593221,0.0,0.0013084505659935
669e67a1-d4b0-4a0f-8b71-57720545a4f6,,,,1,0,1,8.0,5.057203389830509,0.0,8.169735253871233E-4
81cde6ab-8251-4e41-bd7a-a04b72ca36be,,,,1,0,1,8.0,5.057203389830509,0.0,8.169735253871233E-4
5d39d102-e948-4bef-85ef-705b81262092,,,,4,0,4,8.0,4.635593220338983,38.38790662821551,0.002382108286308091
55fb2435-c45d-4c86-bd7f-5a9d2140a30f,,,,1,0,1,8.0,5.057203389830509,0.0,8.169735253871233E-4
102519c2-d076-4aee-8189-c44b32e62da7,,,,3,0,3,8.0,4.317796610169491,312.28456455824886,0.0016319357102670192
0d286b5c-1745-4606-8e27-a7ad851a68bb,,,,4,0,4,8.0,4.146186440677966,179.53560732767866,0.0018787556299629208
8587d745-92a6-4882-b3c3-0f7308ac627a,,,,8,0,8,8.0,4.129237288135593,471.76370431693897,0.0033781144009096863
1fe9cded-3b48-48d4-bfc4-b07c269c63a1,,,,4,0,4,8.0,4.313559322033898,0.41428571428571426,0.0017821094219812605
0e3fd2b1-f79c-439f-9da1-a605032c2dce,,,,1,0,1,9.0,4.919491525423729,0.0,6.768323087969379E-4
001cfaaf-373a-48f7-8e5b-298662d97d76,,,,2,0,2,9.0,4.836864406779661,0.0,0.001034253245813862
a6ed5358-6ad7-422e-9be6-dbc49a02586c,,,,6,0,6,9.0,4.629237288135593,269.53076912199236,0.0026066034655373377
1599ed89-3ecd-44b2-ba42-0765b78beeb8,,,,4,0,4,9.0,4.688559322033898,791.5156712043104,0.0020210530315665355
7a0bce9a-11c7-49cd-807c-a5c406fa8265,,,,1,0,1,10.0,5.633474576271187,0.0,8.217526976587951E-4
b9bcf11e-c624-44b9-9fb5-a9d61c566ad4,,,,1,0,1,10.0,5.633474576271187,0.0,8.217526976587951E-4
6e470608-1cf4-4d48-8b2b-4d1b5ad68778,,,,1,0,1,10.0,5.633474576271187,0.0,8.217526976587951E-4
f43ef43d-b2ca-46a5-83ed-8efadefc3532,,,,3,0,3,9.0,5.4576271186440675,0.0,0.0017866148164103505
01ea95f9-0747-466e-a0ee-637826e2e96d,,,,3,0,3,9.0,5.4576271186440675,0.0,0.0017866148164103505
e5cab197-1faf-4b36-a4b6-3ef8f7324e92,,,,1,0,1,10.0,5.633474576271187,0.0,8.217526976587951E-4
286070ac-553b-4af9-91fe-5d88a4d20b75,,,,4,0,4,9.0,5.375,1439.1418947471618,0.002448013439611056
4177446c-1494-4e7e-b410-5572c5241bd9,,,,3,0,3,9.0,5.4576271186440675,0.0,0.0017866148164103505
5e20c9ed-4d14-46c6-b30b-8076c4f0e678,,,,3,0,3,9.0,4.72457627118644,7.080115506166171,0.0013387359739013374
d856575c-03e9-4261-a2de-1d174d225e49,,,,1,0,1,9.0,4.7309322033898304,0.0,6.952786790447935E-4
434db322-10b4-467a-897b-807c75ccb562,,,,4,0,4,8.0,4.184322033898305,87.3720893009859,0.0017323630221363828
14160cfc-1b6b-4d4a-a71f-f95b27e9c61d,,,,1,0,1,8.0,4.36864406779661,0.0,6.536571161459911E-4
2ff57d87-e97e-4c98-949c-ad44eaf04c3a,,,,3,0,3,9.0,4.529661016949152,314.04168616775,0.0015380898880168943
07a16134-927e-49b5-a0fc-0e751a6824dc,,,,2,0,2,8.0,4.561440677966102,503.7725136679884,0.0012143111724939458
d72332d5-f78d-465f-aa5a-b54f7fe70c28,,,,2,0,2,9.0,4.701271186440678,0.0,0.0013006183470469245
8a3b2b5e-af88-4ae7-9a59-7f3d0f84ffaa,,,,5,0,5,8.0,4.345338983050848,1161.8266052364622,0.0026791104030773182
539167ba-a704-4908-b25c-d07918294598,,,,4,0,4,8.0,4.233050847457627,1076.5868001769925,0.002019813371734509
184cc1e2-debf-43bb-9d50-5c058e5d22ee,,,,1,0,1,8.0,4.516949152542373,0.0,6.517755061086991E-4
89268d32-efd6-44c4-88e5-ba4c4db55103,,,,1,0,1,8.0,4.516949152542373,0.0,6.517755061086991E-4
6833643a-b2cd-4685-bc0f-e4d713750bf7,,,,10,0,10,7.0,4.108050847457627,2684.2770925458444,0.004219392532275549
8bf43939-e0a4-4de5-ac45-7482e1ffd6d1,,,,1,0,1,9.0,4.987288135593221,0.0,7.312546953294437E-4
219ab499-9531-4d94-b60e-62e2dcb80d8d,,,,4,0,4,9.0,4.703389830508475,184.19835349885457,0.0021896464073779993
0836ad5c-0cd8-4928-aefa-2175a5909c89,,,,5,0,5,9.0,4.591101694915254,135.77497137487504,0.0023962559406497737
aa40227e-c877-408d-b0b7-8e0a48db687b,,,,1,0,1,9.0,4.987288135593221,0.0,7.312546953294437E-4
16a45c0e-9bb9-4161-8d03-45dc3ffdb459,,,,5,0,5,9.0,4.591101694915254,135.77497137487504,0.0023962559406497737
56bf2435-46b8-4641-92bf-4fa25d6f325c,,,,2,0,2,10.0,6.171610169491525,0.0,0.0012818863029123574
17034ccb-6f4f-4443-b5aa-7eb38913629e,,,,1,0,1,10.0,6.177966101694915,0.0,7.97104042899242E-4
37802ece-2b2a-4042-a0a6-1b882be6cf7a,,,,2,0,2,10.0,6.171610169491525,0.0,0.0012818863029123574
7273ede7-d911-4847-b7e8-8b3b6807e515,,,,2,0,2,10.0,6.084745762711864,33.99999999999999,0.0014585026660999477
fbcb1038-6ae1-4f35-be9a-633def93da6d,,,,1,0,1,9.0,5.205508474576271,0.0,8.087855129438413E-4
18f6362f-3d3c-47f3-8999-037b46e58105,,,,1,0,1,9.0,5.205508474576271,0.0,8.087855129438413E-4
1e900597-9afc-4c9b-b861-396305743042,,,,1,0,1,9.0,5.205508474576271,0.0,8.087855129438413E-4
1c644d50-a251-4b14-aa5a-09eb0501083b,,,,1,0,1,9.0,5.205508474576271,0.0,8.087855129438413E-4
ef9f3da1-970e-438c-9e1c-b84ed2ca51b4,,,,1,0,1,10.0,6.177966101694915,0.0,8.018064441739178E-4
865a1edc-75b7-429a-aac2-30522fae80eb,,,,1,0,1,10.0,6.177966101694915,0.0,8.018064441739178E-4
22ae2174-d74b-465d-a7b0-427a41ecedcc,,,,5,0,5,9.0,4.483050847457627,232.53145370584664,0.0021440460064472357
1b1dff88-dc02-4ddb-93f0-9974b8e377d7,,,,1,0,1,9.0,4.959745762711864,0.0,6.744451211777264E-4
17032413-f6ce-41d2-a05b-2ad888962424,,,,1,0,1,9.0,4.959745762711864,0.0,6.744451211777264E-4
b68f5d07-5a02-4e43-b880-3a444a3b5561,,,,1,0,1,11.0,7.430084745762712,0.0,9.224089324014502E-4
f430ab5e-3581-4b9c-995c-21f5044647a9,,,,1,0,1,11.0,7.430084745762712,0.0,9.224089324014502E-4
038c4d4a-f5c1-47db-90c7-35b13514773a,,,,3,0,3,10.0,7.127118644067797,167.61666666666667,0.0021796358916278914
a8eddc06-8d0b-4856-9ea8-4ce6cb21facb,,,,2,0,2,10.0,7.194915254237288,0.0,0.0014816626445025678
392567e3-c5a4-4d94-8f6c-a6a2551ded3e,,,,2,0,2,10.0,7.194915254237288,0.0,0.0014816626445025678
33a072ee-541f-479d-b240-233635c736a1,,,,1,0,1,11.0,7.430084745762712,0.0,9.224089324014502E-4
f18215bb-965a-4fae-a578-165ee0a948e7,,,,5,0,5,9.0,5.529661016949152,3866.9833428298593,0.0031231878503336107
b36599ea-2316-47f4-92b6-6053eccefd8d,,,,1,0,1,11.0,7.430084745762712,0.0,9.224089324014502E-4
0e5cff19-87c0-478b-a7a4-db6550ec3799,,,,1,0,1,11.0,7.430084745762712,0.0,9.224089324014502E-4
401145f5-3f73-40ba-8a49-ae4666bef611,,,,2,0,2,10.0,7.194915254237288,0.0,0.0014816626445025678
6cbd2e2b-c869-43f2-93b3-1d3deb513196,,,,2,0,2,9.0,4.991525423728813,0.0,0.0010914826593238602
05800de6-c330-481c-9655-614f594d2ad1,,,,2,0,2,9.0,4.991525423728813,0.0,0.0010914826593238602
a65906cf-f469-410f-978b-bd532eaf21d6,,,,1,0,1,9.0,5.095338983050848,0.0,6.985306435690669E-4
