Id,Label,track_name,artist,In-Degree,Out-Degree,Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,PageRank
7265976c-b461-4644-b84f-246f43a37db9,,,,1,0,1,9.0,5.330508474576271,0.0,8.685806148733746E-4
4214801b-ff63-445a-b1ea-5e640c6a7cda,,,,1,0,1,9.0,5.330508474576271,0.0,8.685806148733746E-4
6e4c8548-b7e4-4811-8720-abf576956ef8,,,,2,0,2,9.0,5.1758474576271185,0.0,0.0013754419594513533
091d16b3-1326-4420-9e45-f8e196764eca,,,,2,0,2,9.0,5.1758474576271185,0.0,0.0013754419594513533
f126ae7d-bfa3-4e07-a65f-5cadbf877088,,,,2,0,2,8.0,4.819915254237288,426.2811002722769,0.0013550250734605666
5f8bb72f-6745-4a0e-8122-2d72fa5a392b,,,,1,0,1,9.0,5.330508474576271,0.0,8.685806148733746E-4
9f00b0fb-2fa2-4712-84a2-c8a80ed6ed61,,,,1,0,1,9.0,5.330508474576271,0.0,8.685806148733746E-4
6a9c0b3f-9a29-42c3-8270-7a68f0b58c61,,,,3,0,3,9.0,4.544491525423729,249.20151158308704,0.0014343467970129844
a837a6a6-e5b9-481f-b23f-95038f005020,,,,1,0,1,10.0,5.523305084745763,0.0,7.671313749674656E-4
c0cb14be-fe7c-4a59-b684-31e6a670d0fd,,,,1,0,1,10.0,5.523305084745763,0.0,7.671313749674656E-4
202e1f87-172f-4bb0-bbee-06b18f125c92,,,,3,0,3,10.0,5.245762711864407,0.0,0.0015074115409301342
19233a62-c1d3-4af7-82ba-d2382d7e69f1,,,,2,0,2,9.0,4.942796610169491,9.305555555555555,0.0011474814280898178
ab8f4b6f-8ed7-4ee0-9fab-29611a8d49ac,,,,1,0,1,10.0,5.523305084745763,0.0,7.671313749674656E-4
4e67f9ac-8cf9-4427-938e-bad7bf33154f,,,,1,0,1,10.0,5.523305084745763,0.0,7.671313749674656E-4
047c268d-fe5b-4aaf-a20b-d7ff32145100,,,,1,0,1,10.0,5.328389830508475,0.0,6.921748432252124E-4
7eda7b08-2131-4785-8cdc-258167c905b5,,,,2,0,2,9.0,4.961864406779661,0.0,0.001050884402348792
948ca642-cd6f-412c-b94b-1e6c0d6a8014,,,,1,0,1,9.0,4.989406779661017,0.0,7.20900093551113E-4
050fcaa2-b384-4bda-9279-96e89e5fffb7,,,,1,0,1,9.0,4.989406779661017,0.0,7.20900093551113E-4
16e8d60b-44c2-46e7-afec-ff65a9191fc2,,,,2,0,2,9.0,4.677966101694915,57.75745481952577,0.0012326181936153629
01094cae-de10-4507-8e89-1d4ecac05865,,,,2,0,2,9.0,4.7775423728813555,12.545928395928396,0.001110879330525734
183b9e11-2143-42f9-bf04-b0ccf70458a4,,,,1,0,1,10.0,5.427966101694915,0.0,7.324861056391419E-4
59c04c0c-27e3-4b54-957b-33768222515d,,,,1,0,1,10.0,5.427966101694915,0.0,7.324861056391419E-4
bc74f604-6fbc-4731-8768-4ce236221b6e,,,,1,0,1,10.0,5.427966101694915,0.0,7.324861056391419E-4
4e6c0d85-da07-4761-9bce-13d5b526b40d,,,,2,0,2,9.0,5.3559322033898304,0.0,0.001088838139008878
78da678d-6964-4780-b175-651ae2108257,,,,3,0,3,9.0,5.182203389830509,0.0,0.0015039862559050367
d3ff2ae7-06e8-4386-8893-40437a779a7a,,,,2,0,2,9.0,5.3559322033898304,0.0,0.001088838139008878
21211852-ae80-4f49-b9f3-a31b847ec073,,,,1,0,1,9.0,5.411016949152542,0.0,7.070145266483377E-4
6cc4c11d-f298-40ef-88da-d6f0aa980c34,,,,2,0,2,9.0,5.3559322033898304,0.0,0.001088838139008878
1b25a1b2-c68c-4eb5-bef1-38ce5324c7b5,,,,2,0,2,9.0,5.226694915254237,0.0,0.0015343325315291213
37e7b205-fbb5-49aa-86e7-58e3dc33e480,,,,1,0,1,9.0,5.24364406779661,0.0,8.835639393968027E-4
f71230fa-664f-495a-a3fa-1e5a33ba9052,,,,1,0,1,9.0,5.24364406779661,0.0,8.835639393968027E-4
1101e63a-811c-4ce1-9ae1-39a9ed191f22,,,,1,0,1,9.0,5.24364406779661,0.0,8.835639393968027E-4
36114ff7-0d23-4fc5-8e47-f596f2ceae18,,,,1,0,1,9.0,5.24364406779661,0.0,8.835639393968027E-4
0f7a94a7-f37d-4e2a-833e-fc11094cd980,,,,2,0,2,9.0,5.226694915254237,0.0,0.0015343325315291213
fb6ee8ab-5c12-4a00-91f7-6caf0e10aa18,,,,1,0,1,9.0,4.9576271186440675,0.0,6.946425717968166E-4
1c9d96d4-db11-4b1c-9f7b-e9048b9a8347,,,,1,0,1,9.0,4.9576271186440675,0.0,8.28742284225052E-4
35832bf4-78aa-4af0-8b0c-072c3c8a9fd7,,,,1,0,1,9.0,4.9576271186440675,0.0,8.28742284225052E-4
dc5c8fdf-bb90-4f60-98a8-c667eef74ac3,,,,1,0,1,9.0,4.9576271186440675,0.0,8.28742284225052E-4
12971987-f859-491b-b9f9-9137c1681964,,,,2,0,2,9.0,4.7309322033898304,285.6941295546558,0.0013347231352846046
18587a60-bdd6-45bd-8a8c-156bcfa1d7c9,,,,2,0,2,9.0,4.813559322033898,448.2677796056718,0.001402355356566439
0aac7690-8b1e-4ebf-8cc4-e135155c09c7,,,,1,0,1,9.0,4.9576271186440675,0.0,8.28742284225052E-4
b35127eb-0696-40ae-bb08-8eb9d8c74cdd,,,,2,0,2,9.0,4.987288135593221,0.0,0.0010408632501826404
a5a4cfd5-d198-47f0-b807-c06d5e42ab82,,,,2,0,2,8.0,6.13135593220339,31.36270909173386,0.0013641482396585674
67cff384-b6f8-4aa8-a48b-48ec72740270,,,,2,0,2,8.0,6.13135593220339,31.36270909173386,0.0013641482396585674
a24737dc-710a-4096-bf47-6725122547e0,,,,3,0,3,8.0,6.040254237288136,3113.061617701895,0.002062121486783891
5154d031-7be6-4fb5-8181-5f7e57c96a4b,,,,2,0,2,8.0,6.13135593220339,31.36270909173386,0.0013641482396585674
c5942b89-3845-4585-a376-fd760e772fdf,,,,3,0,3,8.0,4.754237288135593,1300.743007536065,0.0018646357981942632
07a7fc00-eb3b-418b-bbd4-60ed4a0aaacf,,,,2,0,2,7.0,4.853813559322034,4356.687310316019,0.0014372563055870201
04865b70-9b53-4e8b-9fa7-de87552ac172,,,,1,0,1,8.0,6.158898305084746,0.0,8.355217182211609E-4
94919e82-b2c8-4b99-ae92-f70835d37413,,,,3,0,3,8.0,5.427966101694915,31.36270909173386,0.00189252200177817
288d8d0d-22fe-4ef7-9535-21ff5feafa5d,,,,3,0,3,8.0,6.055084745762712,820.9690245687617,0.0019234019517596849
e8eed0a7-edde-49b6-b488-b6d37394b25d,,,,1,0,1,9.0,6.031779661016949,0.0,0.001022801536420333
ffa9440d-2248-4249-b855-68d80c5120db,,,,1,0,1,9.0,6.031779661016949,0.0,0.001022801536420333
0efb98df-0b2d-45ca-ad72-182aa7af4f0d,,,,3,0,3,7.0,4.961864406779661,1483.2360072474758,0.002317354769209736
78dc2d67-1bec-4b8e-9476-edad6163380b,,,,1,0,1,9.0,6.031779661016949,0.0,0.001022801536420333
1addf60f-8058-41a7-ad12-2ff7bfe9e010,,,,1,0,1,9.0,6.031779661016949,0.0,0.001022801536420333
256c5c12-fb16-4599-9576-c5a57fb2e579,,,,2,0,2,7.0,5.029661016949152,511.1079092645013,0.001624536123786192
fc065b8f-5ceb-4a1e-b654-dfe240105485,,,,1,0,1,9.0,6.031779661016949,0.0,0.001022801536420333
1e98fbb0-7c35-490a-bbb7-62285336d32b,,,,1,0,1,9.0,6.031779661016949,0.0,0.001022801536420333
cd0b064f-fae4-4726-aa2e-047bd0d4b1e5,,,,1,0,1,9.0,6.031779661016949,0.0,0.001022801536420333
f17db8b2-7bb2-4fbf-9d91-605da6503154,,,,1,0,1,8.0,5.014830508474576,0.0,8.262361441118148E-4
3ae67fbd-9aad-4200-ba06-918167230b55,,,,1,0,1,8.0,5.014830508474576,0.0,8.262361441118148E-4
1811149e-73c0-4aa0-939d-d4c93ded6348,,,,1,0,1,8.0,5.014830508474576,0.0,8.262361441118148E-4
3b27dc8c-1e94-45f4-bb48-1e7dedc7ef7b,,,,1,0,1,8.0,5.014830508474576,0.0,8.262361441118148E-4
3f92b65d-4ead-4af0-9fad-217d926a0f32,,,,2,0,2,8.0,4.6525423728813555,1074.0645662776033,0.001222355678293934
6c932d96-bf88-4ce3-87a1-635fb390ed1a,,,,1,0,1,9.0,4.944915254237288,0.0,6.83283045737276E-4
5586e359-eb45-4215-aded-c2cf165cbd48,,,,1,0,1,9.0,4.944915254237288,0.0,6.83283045737276E-4
647f301c-6db8-4484-a9d4-d7b79e965dd0,,,,1,0,1,10.0,5.656779661016949,0.0,8.238855287387807E-4
00bf2a72-2ca3-4a18-8bf9-7178ab0e964d,,,,1,0,1,10.0,5.656779661016949,0.0,8.238855287387807E-4
e8a83629-a377-417c-9d64-ae02be53e4a5,,,,1,0,1,10.0,5.656779661016949,0.0,8.238855287387807E-4
32114abb-717c-4a95-9c18-6e44832c65d2,,,,1,0,1,9.0,5.059322033898305,0.0,6.973742372831545E-4
305c4cb3-0ceb-4dd7-b3ab-6a227294e478,,,,3,0,3,9.0,4.951271186440678,14.377380952380955,0.0014829887694329485
7f8b2ed4-fb94-454a-b03c-2e02c77e7d9d,,,,1,0,1,9.0,5.059322033898305,0.0,6.973742372831545E-4
2bd5e46d-edf5-4a34-84bb-913806676736,,,,2,0,2,9.0,5.002118644067797,10.767857142857146,0.001115558799784214
7630417f-60d8-4810-9da4-04441f259b6f,,,,1,0,1,8.0,4.866525423728813,0.0,7.169612856283897E-4
33c1e136-a784-47a3-9635-39549a42812f,,,,2,0,2,8.0,4.6059322033898304,251.7201940522112,0.0011724945091912947
094e2f8f-d620-415e-975b-66f06d1dcfe9,,,,1,0,1,9.0,5.360169491525424,0.0,6.988477965213424E-4
27271258-4919-4456-91ff-f6ceca3f2b71,,,,1,0,1,9.0,4.932203389830509,0.0,7.070034211354232E-4
6e9b0ed1-05ab-4a26-89c3-0cbf31085dfa,,,,1,0,1,9.0,4.932203389830509,0.0,7.070034211354232E-4
770e6be6-b2d4-41ce-b69e-ae070477d82a,,,,3,0,3,9.0,4.9025423728813555,111.99903702435677,0.001539258569012538
1795a939-37ef-479b-a6e7-5586de34f5c4,,,,3,0,3,9.0,4.858050847457627,0.0,0.0015206017958904776
374a7a48-3eef-4897-884e-c1d690662b6a,,,,4,0,4,9.0,4.805084745762712,16.703227931488804,0.0019074450636588215
823c7f6b-0bf3-4a50-b26a-e73849907791,,,,2,0,2,9.0,4.866525423728813,0.0,0.0010874389609756546
a5fb766a-1bde-4f29-8e21-536b2b574986,,,,2,0,2,9.0,5.2309322033898304,0.0,0.0011463065532577445
f385a3b8-a59f-467b-8d69-2aefe286f873,,,,2,0,2,9.0,5.2309322033898304,0.0,0.0011463065532577445
a8ad09b4-0606-42e5-9d7b-8d8daafbbe96,,,,1,0,1,8.0,4.885593220338983,0.0,6.866529095367955E-4
097ae7e7-5916-4797-967a-c31e2a9ea5c3,,,,1,0,1,8.0,4.885593220338983,0.0,6.866529095367955E-4
00599c5a-b181-46dd-92f6-752a2ee20d58,,,,1,0,1,10.0,7.860169491525424,0.0,0.0010149974312861256
00d4f237-01d0-4dc4-83c0-5b0e543d7eb8,,,,1,0,1,10.0,7.860169491525424,0.0,0.0010149974312861256
00772b99-31a1-4c71-8edf-5b0a7f6a2b8d,,,,1,0,1,10.0,7.860169491525424,0.0,0.0010149974312861256
0da14eba-ea5f-4e3d-be7e-a1e51c3ed003,,,,1,0,1,10.0,7.860169491525424,0.0,0.0010149974312861256
7d12d21b-bacd-480c-ac26-fc8b64b9e7cd,,,,1,0,1,10.0,7.860169491525424,0.0,0.0010149974312861256
022aee6e-5570-43b5-ab5e-b7ad975b71ea,,,,1,0,1,10.0,7.860169491525424,0.0,0.0010149974312861256
f9907df7-07b6-48cf-80be-aac44fdc741f,,,,1,0,1,10.0,7.860169491525424,0.0,0.0010149974312861256
125fc4ba-3106-46c0-967f-ce7ac9ac958e,,,,1,0,1,10.0,5.633474576271187,0.0,9.400899073912338E-4
68618da4-235e-4afc-99a2-46ff6e9b5621,,,,1,0,1,10.0,5.633474576271187,0.0,9.400899073912338E-4
498eb6fb-e438-4af0-9f49-e66dcc616e25,,,,1,0,1,10.0,5.633474576271187,0.0,9.400899073912338E-4
3bcd370b-c86f-44ab-8c08-1f2d6e6ff992,,,,1,0,1,10.0,5.633474576271187,0.0,9.400899073912338E-4
119eabbd-38f8-484e-9126-6bc571b3d1eb,,,,1,0,1,10.0,5.633474576271187,0.0,9.400899073912338E-4
8c1f4c3e-24f1-49f3-836e-19bbad1ce404,,,,3,0,3,9.0,4.906779661016949,7.512118437118435,0.001388188909724725
849b2dbc-c94e-432b-88a0-4d9932fab32e,,,,2,0,2,9.0,5.012711864406779,4.722130647130648,0.0010435200808913746
5d64ba4f-c317-4a30-9645-f7775ddb49d9,,,,2,0,2,9.0,5.076271186440678,2.78998778998779,0.0010485362807624969
961320dd-8e5a-4eee-826e-97a8c8f6353c,,,,1,0,1,10.0,5.567796610169491,0.0,7.038674519291465E-4
e3fd9b66-b660-4460-8e1f-44282136bf5c,,,,4,0,4,9.0,4.7923728813559325,567.1510443118733,0.0019552633291399415
b6dcc0a3-4ded-42b2-8dd8-9b48ceb32ad5,,,,1,0,1,11.0,6.923728813559322,0.0,9.78422807361508E-4
226aaeaf-f52e-40aa-ab65-7a1005f4556e,,,,1,0,1,11.0,6.923728813559322,0.0,9.78422807361508E-4
6f18aab1-e92f-4a1d-b744-547d1fe2bdcd,,,,2,0,2,9.0,5.802966101694915,699.5137983781458,0.001671241452785052
c876c7fa-6faf-434b-8449-df94b5e93b9f,,,,1,0,1,11.0,6.923728813559322,0.0,9.78422807361508E-4
fd4594da-20ea-49d7-96b7-0c69cd4d8597,,,,1,0,1,11.0,6.923728813559322,0.0,9.78422807361508E-4
36497e70-451e-4c51-b4f3-ffdf8e4b413e,,,,2,0,2,9.0,5.273305084745763,1231.450834807635,0.0014648672659487
02df5df9-bb92-4b57-9b4d-d03df372532c,,,,1,0,1,11.0,6.923728813559322,0.0,9.78422807361508E-4
79e3ef9f-43fe-4f4f-aebb-3ac3b46dac05,,,,1,0,1,11.0,6.923728813559322,0.0,9.78422807361508E-4
4677bae4-93b4-494f-a79a-676825f79c21,,,,1,0,1,9.0,5.0508474576271185,0.0,6.757337432843819E-4
0a95fa71-4eb5-4a08-8ddb-ffa327a1a238,,,,1,0,1,9.0,5.0741525423728815,0.0,7.769888634789868E-4
dff733e2-9476-48a7-919b-c76fed7ffb54,,,,1,0,1,9.0,5.0741525423728815,0.0,7.769888634789868E-4
59329447-a5a8-47ba-9480-5d6c590ce247,,,,1,0,1,9.0,5.0741525423728815,0.0,7.769888634789868E-4
0f7393dd-b355-49ce-b03a-32420686af69,,,,3,0,3,9.0,4.567796610169491,249.5515138381057,0.0015402829616013962
2d4b4877-0600-4c53-9e27-6b0120dcd6f9,,,,1,0,1,9.0,5.11864406779661,0.0,8.089038177194557E-4
de4109d0-75b6-4685-932c-b866bb17e4ab,,,,1,0,1,9.0,5.11864406779661,0.0,8.089038177194557E-4
0b0bb002-8b52-4ceb-bc67-e4c622f4d5d8,,,,2,0,2,9.0,5.103813559322034,0.0,0.0014140542708472367
43dcf53e-70b7-4fa5-ba66-49a27521fc97,,,,2,0,2,9.0,5.044491525423729,0.0,0.0012770084919539887
4e39970b-164b-4f44-8b93-28009ddefdf7,,,,1,0,1,10.0,7.2076271186440675,0.0,8.762778962619198E-4
3ada42d9-cb66-45e5-9d7c-bca2e38371fe,,,,1,0,1,10.0,7.2076271186440675,0.0,8.762778962619198E-4
89f4d849-1bf0-43bc-be30-eb3724042085,,,,1,0,1,9.0,5.1059322033898304,0.0,6.913194267935351E-4
093d0b21-5e17-4cc4-8a7d-713b4d6b45be,,,,2,0,2,9.0,5.122881355932203,0.41428571428571426,0.0010395090262531504
773bfc6a-3969-4637-9915-92b4eae7ebf5,,,,3,0,3,10.0,6.423728813559322,22.03333333333334,0.0022555292543748767
7e03a61b-fca4-4ecc-ad9c-4ddadcb69ec0,,,,1,0,1,11.0,7.408898305084746,0.0,9.693706169568984E-4
002c9787-fadd-4bb7-86ff-2787a0f366f8,,,,2,0,2,10.0,6.440677966101695,22.03333333333334,0.0015538955392309323
9f14332a-6cdf-4a3b-bbbf-94711396d293,,,,1,0,1,11.0,7.408898305084746,0.0,9.693706169568984E-4
cfe5245b-7813-421b-b380-264918db4222,,,,3,0,3,9.0,5.540254237288136,3376.74666458541,0.002082269301350535
48c5f2d6-7182-4b5b-97a6-0df261bbe534,,,,1,0,1,11.0,7.408898305084746,0.0,9.693706169568984E-4
6b44bc8b-226f-4806-b910-de87cd856034,,,,1,0,1,11.0,7.408898305084746,0.0,9.693706169568984E-4
0701596e-7626-4b15-bb7e-e63877fda786,,,,1,0,1,11.0,7.408898305084746,0.0,9.693706169568984E-4
e6fb80b5-e7ee-410b-8a80-15c619736177,,,,2,0,2,10.0,6.440677966101695,22.03333333333334,0.0015538955392309323
6f23d5a9-590f-4a52-b53d-964d0ba039d8,,,,1,0,1,11.0,7.408898305084746,0.0,9.693706169568984E-4
bf2d8750-7396-4f6f-9703-23522d60274c,,,,2,0,2,8.0,4.788135593220339,0.0,0.0013461382641339044
f9fb46ef-c9f8-481f-a8a2-c98e21a1fc5d,,,,1,0,1,8.0,4.921610169491525,0.0,8.177645020143018E-4
10899065-63cd-4365-a7a1-e158638fe338,,,,1,0,1,8.0,4.921610169491525,0.0,8.177645020143018E-4
dbbc6aad-99cf-45b2-a3e4-90d7afbf599b,,,,1,0,1,8.0,4.921610169491525,0.0,8.177645020143018E-4
9b5d8a7d-05fe-4f3d-ba09-2025858fb122,,,,1,0,1,8.0,4.921610169491525,0.0,8.177645020143018E-4
d3cc4ef9-6386-4932-be85-b64f7f4e9674,,,,1,0,1,10.0,6.254237288135593,0.0,9.652695994204912E-4
40a68514-b7b8-469d-a12c-9341484bc346,,,,1,0,1,10.0,6.254237288135593,0.0,9.652695994204912E-4
f69b39a6-8063-43a2-a604-52a2567c3878,,,,2,0,2,10.0,5.9809322033898304,42.079251567398146,0.0015288988938134906
944bd5e2-bb27-482b-a358-bad83ca61647,,,,1,0,1,10.0,6.254237288135593,0.0,9.652695994204912E-4
2f83a795-b784-413c-92d7-ae731ba69d25,,,,1,0,1,10.0,6.254237288135593,0.0,9.652695994204912E-4
344fd45c-4d5d-4caa-8e45-f5690af59238,,,,3,0,3,9.0,5.296610169491525,42.079251567398146,0.0021025119661548775
d8b9f15b-2e1a-47a9-9f5c-0eaa71f0275f,,,,1,0,1,10.0,6.254237288135593,0.0,9.652695994204912E-4
a63449b1-98b7-41da-8087-66fce7e70c0a,,,,1,0,1,10.0,6.254237288135593,0.0,9.652695994204912E-4
8cb0470b-6d7c-4f32-bf78-7ce1161e95a9,,,,1,0,1,9.0,5.6525423728813555,0.0,7.97256764843824E-4
185b1511-725f-4bfb-8c64-ef4b7e11b801,,,,1,0,1,9.0,5.6525423728813555,0.0,7.97256764843824E-4
74574855-25f8-47a2-8fc3-c981267a82d6,,,,2,0,2,9.0,5.495762711864407,49.257692307692295,0.001222982485082122
143c6b5f-f3c4-4da5-9b7c-1e67426d4e56,,,,2,0,2,9.0,5.495762711864407,49.257692307692295,0.001222982485082122
069c31c6-6259-4d14-ae49-94001db9ead9,,,,1,0,1,8.0,4.985169491525424,0.0,8.810565445334526E-4
0362e11d-068d-4a2c-bcb8-c51fbf86dfe8,,,,1,0,1,8.0,4.985169491525424,0.0,8.810565445334526E-4
d7decd27-2234-467a-a9e0-d608f04d75f3,,,,1,0,1,8.0,4.985169491525424,0.0,8.810565445334526E-4
096ae087-5cb2-41b6-a0e0-211d0fb0de68,,,,1,0,1,8.0,4.985169491525424,0.0,8.810565445334526E-4
20df1c71-6689-48ff-8b61-0ddd82970d5a,,,,1,0,1,8.0,4.985169491525424,0.0,8.810565445334526E-4
03305306-c822-48af-8b0e-f8605affecb1,,,,1,0,1,8.0,4.985169491525424,0.0,8.810565445334526E-4
f32f14a5-b701-4e97-9527-951289b55792,,,,2,0,2,9.0,5.444915254237288,0.0,0.0011691428129690562
d78b6ad1-dc18-411b-9674-5ed2173a6d8e,,,,2,0,2,10.0,5.552966101694915,0.0,0.0011786813216068195
5a9dcf68-fa3a-4c85-881a-cd954cf794d3,,,,1,0,1,10.0,5.692796610169491,0.0,7.434170927307581E-4
2122282b-2517-4780-af71-c468a22c142a,,,,1,0,1,10.0,5.692796610169491,0.0,7.434170927307581E-4
2a2a7d3f-e607-4554-881e-4ff32948ce0a,,,,1,0,1,9.0,5.258474576271187,0.0,7.672826974171851E-4
134333a8-359e-4e07-b674-c5280e70e808,,,,1,0,1,9.0,5.258474576271187,0.0,7.672826974171851E-4
1f1e917b-3279-4b7b-b410-078ca0b4dc50,,,,1,0,1,9.0,5.258474576271187,0.0,7.672826974171851E-4
382d8698-412d-4545-b162-30a30c5258e8,,,,2,0,2,9.0,5.038135593220339,0.0,0.0012025469262932466
ccb725d4-4d08-409a-8931-c1a9de76e3a8,,,,1,0,1,9.0,5.258474576271187,0.0,7.672826974171851E-4
35640f10-c6c5-47e6-a6c0-9974efa89d9c,,,,1,0,1,9.0,5.1059322033898304,0.0,8.230050352203548E-4
d8092bc4-dcf6-460d-8682-3d92cba0a750,,,,1,0,1,9.0,5.1059322033898304,0.0,8.230050352203548E-4
0cf94206-a008-4952-8118-29c4044bdbc0,,,,2,0,2,9.0,4.940677966101695,417.3610000328869,0.0013866343296133543
da0d5a8c-e481-4c15-af9f-b8cbee4da1f1,,,,1,0,1,9.0,5.1059322033898304,0.0,8.230050352203548E-4
03f2f3ea-ca53-4ea1-9d35-b3537375d91d,,,,1,0,1,9.0,5.3474576271186445,0.0,8.034686427479942E-4
b8df9c90-60cc-481a-87ac-a0b32cd810ab,,,,1,0,1,9.0,5.3474576271186445,0.0,8.034686427479942E-4
cfa459c1-a5de-4162-a9b4-399e6ad03687,,,,1,0,1,9.0,5.3474576271186445,0.0,8.034686427479942E-4
79ce78a3-eb08-45b8-8283-9de950c3347f,,,,2,0,2,9.0,5.305084745762712,0.0,0.0012951833155263365
e535ecc9-d85f-4948-8685-11bdc2d939c2,,,,1,0,1,9.0,5.086864406779661,0.0,6.728067664338521E-4
a9093305-9fe0-483b-9152-220b4ba58619,,,,1,0,1,10.0,6.555084745762712,0.0,8.456507055982087E-4
a720be88-d4cc-4a02-8747-79abe2cd0aa7,,,,1,0,1,10.0,6.555084745762712,0.0,8.456507055982087E-4
d0336c90-7275-4173-9005-de56364bf4ec,,,,1,0,1,9.0,5.135593220338983,0.0,7.099761999155954E-4
dde10a48-9202-4ca8-9c13-1dbf16b7a6cc,,,,2,0,2,8.0,4.7309322033898304,0.0,0.001131361930880845
f69e37c2-49bf-4901-8c69-25c5789c1a64,,,,2,0,2,9.0,5.341101694915254,1.8253968253968254,0.0012766058990017117
98300063-19d1-432e-a066-9e9f2869f242,,,,1,0,1,9.0,5.360169491525424,0.0,7.851288583953352E-4
047c06d0-ba86-486d-9505-9b49ebfbe6e4,,,,2,0,2,9.0,5.341101694915254,1.8253968253968254,0.0012766058990017117
9197af6d-8e52-4392-a84b-0d39e64f428b,,,,1,0,1,8.0,5.00635593220339,0.0,7.384099151260517E-4
62b563d2-25e6-4e32-bf46-8742025407ff,,,,1,0,1,8.0,5.00635593220339,0.0,7.384099151260517E-4
129b26bf-46bd-43b3-b4e2-eece40c05c77,,,,1,0,1,8.0,5.00635593220339,0.0,7.384099151260517E-4
41f12fab-79a2-4a5c-a504-0b8513de4744,,,,1,0,1,10.0,6.188559322033898,0.0,9.677927762931208E-4
66b1ac83-82db-43f8-abc5-0de17d3e8619,,,,1,0,1,10.0,6.188559322033898,0.0,9.677927762931208E-4
1fc1239e-f1a8-4943-bd20-af2bf9f06274,,,,1,0,1,10.0,6.188559322033898,0.0,9.677927762931208E-4
87633ab2-16c5-4351-975e-035ef2ac2a4e,,,,1,0,1,10.0,6.188559322033898,0.0,9.677927762931208E-4
1bfa9df8-05ad-4e82-9107-74d547eaf092,,,,1,0,1,10.0,6.188559322033898,0.0,9.677927762931208E-4
f7fb893a-4813-4c44-ae46-7fc12cf6df2b,,,,1,0,1,10.0,6.188559322033898,0.0,9.677927762931208E-4
6aae980b-0d40-43a5-8f50-e7e4d1190e9d,,,,1,0,1,9.0,5.415254237288136,0.0,8.226641312014038E-4
9453e7e5-9afe-4cc3-8f8c-14675fff15d4,,,,1,0,1,9.0,5.415254237288136,0.0,8.226641312014038E-4
e2e73025-490f-43a6-a4c1-84a695041b0c,,,,1,0,1,9.0,5.415254237288136,0.0,8.226641312014038E-4
73579cc7-6c2e-4f24-9762-92f94e15c836,,,,1,0,1,9.0,5.415254237288136,0.0,8.226641312014038E-4
8c5bd335-7c3d-4d35-a188-f79309b54571,,,,1,0,1,9.0,5.415254237288136,0.0,8.226641312014038E-4
3641d4c2-9a6a-4788-b0db-11046ded84ef,,,,1,0,1,9.0,5.415254237288136,0.0,8.226641312014038E-4
8408c60c-7685-4953-8f50-2154c409d920,,,,1,0,1,9.0,5.938559322033898,0.0,0.001009842829584346
67f968be-548f-498c-8606-ca9f190de7a5,,,,1,0,1,9.0,5.938559322033898,0.0,0.001009842829584346
0b76284e-1184-4a86-b299-d604a4a03f15,,,,1,0,1,9.0,5.938559322033898,0.0,0.001009842829584346
32403252-5b1f-420f-b3e5-5fd714d2af52,,,,1,0,1,9.0,5.938559322033898,0.0,0.001009842829584346
682113bb-a52c-4bc9-a3ee-43c67cbf55f7,,,,1,0,1,9.0,5.938559322033898,0.0,0.001009842829584346
80379ac8-7094-4a3b-9ddb-c0548dd83050,,,,1,0,1,9.0,5.938559322033898,0.0,0.001009842829584346
a14f852b-542f-489a-9234-d990ae32ce48,,,,1,0,1,9.0,5.258474576271187,0.0,7.352087466618617E-4
ac244104-27f1-45c2-85c7-66229f30f11b,,,,1,0,1,9.0,5.258474576271187,0.0,7.352087466618617E-4
71b5fe44-6f8d-4a78-9919-5e27c049fc52,,,,1,0,1,9.0,5.6525423728813555,0.0,8.453979462804048E-4
e93ce7d7-f3f7-4df2-8d91-7bc06884ef01,,,,1,0,1,9.0,5.6525423728813555,0.0,8.453979462804048E-4
83b869e0-5769-486e-be3f-12850efea087,,,,1,0,1,9.0,5.6525423728813555,0.0,8.453979462804048E-4
005fb1c4-5164-4ca2-a394-5a8193a1397d,,,,1,0,1,9.0,5.6525423728813555,0.0,8.453979462804048E-4
05e41a83-8b64-42ea-b92f-0b3cb57c9762,,,,1,0,1,9.0,5.385593220338983,0.0,8.087388569391445E-4
037427b3-f5ae-494d-9028-1f2c1d2be5b7,,,,2,0,2,9.0,5.114406779661017,63.65512737052563,0.001300215897545521
2014003a-1005-459c-bbb4-3f019588e03e,,,,1,0,1,9.0,5.385593220338983,0.0,8.087388569391445E-4
bdd50115-7b4f-452e-9835-c70efb1403fe,,,,1,0,1,9.0,5.385593220338983,0.0,8.087388569391445E-4
07bb293b-0246-4443-ae0b-893238193ff1,,,,1,0,1,9.0,5.385593220338983,0.0,8.087388569391445E-4
034dcaa7-66a7-4341-a273-8249c0d0dfb9,,,,1,0,1,10.0,6.50635593220339,0.0,9.015491064348361E-4
367d1c9a-eb31-4d0b-a5cd-4ffa4417d4fd,,,,1,0,1,10.0,6.50635593220339,0.0,9.015491064348361E-4
01957cbf-0929-43cd-aeab-dff97da1f2f8,,,,1,0,1,10.0,6.50635593220339,0.0,9.015491064348361E-4
1ec2a253-882a-401c-966a-24e889763b7d,,,,1,0,1,10.0,6.50635593220339,0.0,9.015491064348361E-4
